Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Shipment_Duration,Actual_Duration
9,1,2,1415,0,2,4,5
0,2,1,201,1,1,1,6
0,7,2,1267,0,2,4,5
9,7,0,611,0,2,2,3
8,5,0,613,0,1,2,2
9,5,3,659,0,1,2,2
7,1,0,1580,2,1,5,8
8,1,1,667,0,2,2,3
5,0,0,1000,0,2,3,4
5,0,0,601,0,2,2,3
0,3,3,932,0,0,3,5
8,4,2,1807,0,1,6,6
1,8,3,952,0,2,3,4
8,0,1,1525,1,2,5,12
5,3,0,626,0,2,2,5
6,5,2,1707,0,2,5,6
2,4,1,328,0,1,1,6
7,2,1,598,3,1,1,4
2,9,3,1320,0,2,4,5
7,6,2,304,0,2,1,6
2,9,1,1357,1,2,4,9
1,2,0,934,0,2,3,4
1,5,3,370,0,1,1,1
3,4,0,1746,0,2,5,6
4,6,3,529,1,2,1,4
4,2,2,1563,0,1,5,5
9,2,1,507,0,1,1,1
5,1,3,1821,2,1,6,7
2,0,1,1138,2,1,3,4
7,0,2,1649,1,1,5,7
2,8,0,1918,2,2,6,8
1,6,1,1847,3,2,6,10
6,0,0,697,0,1,2,2
4,5,2,1940,2,0,6,9
1,5,1,1874,0,1,6,11
5,7,2,1578,2,1,5,8
0,4,3,1499,0,0,4,9
8,5,1,472,2,1,1,2
2,8,0,514,0,1,1,1
6,8,2,1739,1,0,5,9
2,6,2,1864,1,1,6,13
6,9,0,1524,0,1,5,5
0,1,2,1322,2,1,4,8
7,3,1,1094,2,1,3,4
7,2,3,688,0,2,2,6
4,1,0,1819,0,1,6,6
9,6,3,1599,0,2,5,6
4,6,1,1089,0,2,3,4
7,8,0,1557,0,2,5,6
9,1,1,1340,2,2,4,6
3,9,0,1235,0,0,4,6
8,5,1,1073,0,2,3,4
8,1,2,212,0,2,1,2
0,8,2,332,0,1,1,1
8,7,0,1415,0,2,4,8
5,8,2,1085,0,2,3,4
1,6,3,1603,0,1,5,5
8,2,3,898,2,1,2,3
9,7,2,925,0,2,3,4
9,7,2,1844,1,1,6,8
0,2,3,1978,0,0,6,8
8,5,3,282,0,1,1,1
6,9,2,1177,0,2,3,4
9,5,2,772,1,2,2,5
1,9,2,1765,2,0,5,8
2,5,3,1885,0,2,6,7
0,8,0,418,2,2,1,3
0,4,2,207,0,2,1,2
4,2,1,363,2,2,1,8
9,3,3,593,0,2,1,2
5,0,0,203,0,2,2,1
7,9,3,367,2,2,1,3
7,2,2,464,3,1,1,4
2,9,3,1295,0,2,4,8
1,4,2,501,0,0,1,3
9,4,3,1959,0,2,6,11
1,3,2,668,2,0,2,5
7,8,1,1734,0,2,5,6
9,8,1,756,0,1,2,2
2,6,0,841,0,2,2,3
2,8,2,1826,3,0,6,14
5,4,0,1438,0,2,4,5
4,5,3,1781,0,1,5,5
6,9,0,807,0,2,2,3
1,2,2,923,0,1,3,3
6,0,3,1574,0,1,5,5
6,8,0,1292,0,1,4,4
5,7,2,246,0,2,1,2
6,9,1,387,1,1,1,3
7,2,1,1029,0,1,3,3
3,7,0,1752,0,2,11,5
8,9,3,754,0,1,2,2
7,2,0,1954,0,1,6,6
6,5,1,695,0,1,2,2
3,2,2,1392,0,1,4,8
7,9,3,650,0,1,2,2
8,7,3,1027,0,2,3,4
3,4,2,1115,0,1,3,8
8,4,2,354,0,2,1,2
1,4,3,1601,0,2,5,6
7,5,2,1323,0,1,4,4
0,4,1,1654,3,2,5,9
9,1,1,1324,0,1,4,4
8,6,2,935,0,1,3,3
9,2,2,618,0,1,2,5
1,4,1,1641,2,2,5,7
0,2,3,821,0,1,2,2
5,9,1,1011,0,2,3,9
4,2,1,900,2,1,3,4
6,2,2,1888,0,1,6,10
2,8,0,1926,0,1,6,6
9,1,3,727,0,1,2,2
8,0,1,1752,1,1,5,11
1,8,0,1438,0,1,4,4
1,8,0,638,0,2,2,3
9,1,0,1540,0,0,5,7
1,6,0,809,0,2,2,3
0,9,2,1468,0,2,4,5
9,0,2,868,2,1,2,3
4,6,1,1951,0,1,6,9
8,3,0,1292,0,1,4,4
9,5,2,614,2,1,2,6
8,6,0,1720,2,2,5,7
3,1,1,467,0,0,1,3
5,6,2,367,0,2,1,5
0,9,3,1149,0,2,3,4
3,6,2,828,0,0,2,4
1,6,1,648,2,2,2,4
2,5,3,887,0,2,2,3
0,8,3,848,0,2,2,6
0,3,0,623,2,2,2,4
5,2,2,801,3,2,2,6
8,3,2,1633,0,2,5,6
8,7,3,348,0,2,1,2
5,8,0,1897,0,2,6,12
1,0,1,1993,0,1,6,11
7,2,2,357,0,1,1,1
2,5,3,960,1,0,3,7
7,2,1,1531,0,1,5,5
4,0,1,1213,0,1,4,4
4,1,3,1034,0,2,3,4
9,7,2,1943,0,2,6,12
8,2,1,1225,0,0,4,6
9,3,2,1694,0,2,5,6
4,2,0,1133,0,2,3,4
0,6,3,715,0,1,2,2
0,2,3,622,0,2,2,3
7,5,1,564,1,1,1,3
8,7,0,1481,0,0,4,6
4,1,1,228,2,2,1,3
7,4,3,1266,0,2,4,5
2,7,1,1474,0,1,4,4
0,8,0,885,0,2,2,3
4,2,2,810,0,2,2,7
5,9,0,1043,0,1,3,5
7,3,0,326,2,1,1,2
1,0,1,1549,1,2,5,8
1,0,1,1520,1,0,5,13
4,6,0,1592,0,2,5,6
6,9,2,511,0,2,1,2
5,2,0,1365,0,1,4,4
9,7,2,1568,3,1,5,10
6,4,3,929,3,1,3,11
1,9,2,1815,1,1,6,13
7,8,0,268,0,1,1,1
2,5,0,1547,0,1,5,5
0,2,2,1683,2,1,5,6
0,8,0,1395,0,1,4,8
1,5,1,1571,0,1,5,5
9,0,0,1492,0,1,4,8
2,6,2,1050,0,1,3,3
4,8,3,670,2,1,2,3
6,8,1,1173,2,1,3,4
7,8,2,934,1,1,3,5
0,1,1,1235,1,2,4,7
1,5,3,1929,0,2,6,7
4,0,0,436,0,2,1,2
9,0,2,1363,3,1,4,7
1,9,2,667,2,2,2,7
3,9,1,1749,2,2,5,7
1,5,2,665,2,2,2,9
8,3,1,499,2,2,1,3
5,9,1,1255,0,1,4,4
6,2,3,513,0,0,1,3
0,6,2,258,0,0,1,3
8,7,1,1705,2,1,5,9
9,7,1,1448,0,1,4,9
6,9,0,549,0,1,1,1
7,8,0,1088,1,0,3,7
6,0,3,1578,0,1,5,5
9,0,2,445,0,2,1,2
0,7,1,1315,2,1,4,7
9,6,2,1158,0,1,3,6
4,6,1,936,0,2,3,7
9,1,1,1000,1,2,3,6
5,9,0,1542,2,2,5,11
8,2,0,802,0,1,2,2
3,5,2,1420,0,1,4,4
6,0,2,1798,0,2,5,10
0,9,1,1128,0,1,3,3
8,2,2,543,0,2,1,2
5,8,3,695,1,1,2,4
3,4,1,811,2,1,2,3
2,8,0,871,0,1,2,2
0,6,3,1265,0,2,4,5
5,4,3,1483,0,2,4,5
0,1,0,1669,0,1,5,5
3,7,1,1245,2,2,4,6
4,5,2,502,0,2,1,2
2,0,3,1299,0,1,4,4
9,3,2,1069,0,2,3,4
7,2,3,978,0,1,3,8
9,7,0,1623,0,2,5,6
3,0,1,1258,1,2,9,4
7,2,3,342,2,0,1,7
5,6,0,1673,0,2,5,6
1,6,1,1133,0,1,3,3
4,6,2,375,0,1,1,1
4,0,2,334,0,1,1,3
7,6,2,1833,0,1,6,11
6,0,0,1696,0,1,5,5
8,7,0,412,0,2,1,2
1,0,2,1599,0,1,5,5
5,9,0,1666,0,2,5,6
8,4,3,868,0,2,2,3
0,1,0,598,2,2,1,3
8,9,2,1210,0,1,4,9
6,3,2,378,0,2,1,2
3,0,2,1142,0,2,3,9
5,7,2,1038,0,1,3,3
4,3,2,985,2,1,3,4
1,8,1,1855,1,2,6,13
0,2,0,1173,0,1,3,5
2,3,3,481,0,2,1,2
8,5,2,1408,0,1,4,6
4,3,1,1399,2,1,4,5
2,7,3,803,0,1,2,2
4,7,2,230,3,0,1,11
6,2,0,811,0,1,2,2
7,4,0,1635,0,2,5,10
2,8,3,368,3,1,1,4
6,2,3,1557,0,1,5,5
1,7,1,881,0,0,2,7
8,6,0,913,0,1,3,3
3,6,1,1954,0,1,6,6
8,2,1,1878,0,2,6,7
2,8,3,1301,0,0,4,6
5,3,1,1785,2,2,5,7
6,9,0,303,0,0,1,3
2,4,0,716,0,2,2,7
9,7,3,299,0,1,1,1
1,4,0,1876,1,1,6,8
4,3,3,1276,2,1,4,8
1,7,1,1531,1,1,5,7
2,9,1,1451,2,1,4,9
6,3,1,1793,0,2,5,6
3,8,3,1368,0,0,4,6
6,0,3,1112,1,0,3,7
2,4,2,1386,0,1,4,9
6,1,2,1356,0,1,4,4
9,1,2,1328,2,0,4,7
6,3,2,600,1,0,2,6
1,7,2,892,2,0,2,5
1,9,2,487,0,1,1,1
3,4,0,1164,0,1,3,3
5,4,3,1150,0,0,3,7
1,6,1,271,3,2,1,5
9,4,1,1382,2,0,4,12
6,4,2,1360,0,1,4,4
6,8,2,882,0,1,2,2
1,4,2,1041,0,0,3,8
6,4,0,1668,2,1,5,6
2,6,2,366,0,1,1,1
1,0,0,1773,3,2,5,9
3,2,3,1112,1,0,3,12
6,5,0,1947,0,2,6,7
1,6,3,1417,0,0,4,6
9,7,2,952,0,2,3,4
6,3,3,431,0,1,1,1
3,5,2,1167,0,1,3,5
3,0,2,1115,0,2,3,7
6,9,1,471,0,1,1,1
9,4,3,1710,0,1,5,5
2,9,1,358,2,1,1,2
4,3,2,1169,0,0,3,5
6,8,2,803,0,1,2,2
2,6,0,1280,3,2,4,8
4,6,2,1054,1,0,3,9
6,1,1,1330,1,2,4,7
5,8,2,1192,0,1,3,6
9,5,0,1714,0,1,5,5
2,4,0,472,2,2,1,8
8,4,3,489,0,2,1,2
9,8,3,1598,0,2,5,6
0,7,2,677,1,1,2,8
3,5,0,998,0,1,3,3
2,4,0,293,0,2,1,2
8,0,3,429,0,2,1,2
8,7,0,1888,0,1,6,6
8,3,1,1658,0,0,5,7
6,3,3,1159,0,2,3,4
3,6,3,1515,2,1,5,6
1,0,3,200,0,0,1,3
6,2,0,1328,0,1,4,4
5,9,3,1318,0,1,4,6
6,0,2,1080,0,0,3,8
2,9,1,1365,2,1,4,5
6,8,1,1016,0,0,3,9
2,6,3,912,0,2,3,4
7,4,0,1096,0,2,3,9
8,3,0,1729,0,1,5,5
9,8,1,1504,2,1,5,6
5,3,3,1892,0,1,6,6
9,6,0,1612,0,1,5,5
7,0,1,1650,0,1,5,5
7,5,1,1340,3,0,4,9
4,0,0,1608,2,0,5,10
6,8,3,257,0,1,1,1
4,1,2,1170,0,2,3,4
5,7,2,575,0,1,1,1
4,8,1,1007,0,1,3,3
6,8,1,1641,0,1,5,5
1,5,3,1630,0,1,5,5
1,4,1,1152,0,2,3,4
2,6,1,812,0,1,2,2
7,0,1,279,0,1,1,1
1,3,1,1418,0,0,4,6
3,9,0,1528,0,1,5,5
4,3,2,1469,0,2,4,9
1,3,2,1237,3,2,4,8
1,0,3,1235,2,2,4,6
7,3,0,1575,1,1,5,7
1,6,0,349,0,2,1,2
5,1,3,921,0,2,3,7
1,8,1,681,2,1,2,3
7,3,3,706,2,1,2,3
6,2,3,552,0,2,1,5
2,4,1,1942,3,1,6,13
8,0,3,1643,2,1,5,6
4,3,0,710,2,0,2,5
8,9,2,1548,0,2,5,6
1,5,2,1922,0,2,6,7
5,6,3,239,2,1,1,2
2,7,3,989,0,0,3,5
7,9,1,479,0,0,1,5
6,8,1,1734,0,1,5,5
5,7,3,1976,0,1,6,6
8,6,2,1528,0,0,5,7
5,0,1,704,1,1,2,6
5,2,0,277,0,1,1,6
1,8,3,1502,0,1,5,9
7,0,3,1734,0,1,5,5
5,4,3,1440,2,1,4,8
1,2,0,1099,0,2,3,8
3,7,3,763,0,2,2,7
5,9,0,486,0,2,1,6
9,6,0,1259,0,1,4,4
0,7,3,1727,0,1,5,5
9,6,1,1724,3,2,5,9
6,9,0,753,0,0,2,7
7,2,1,691,0,1,2,2
9,7,0,1361,0,0,4,6
2,1,2,1066,2,2,3,5
3,2,3,531,0,1,1,1
7,8,3,1407,1,0,4,10
7,5,2,541,0,1,1,1
4,8,0,1017,0,1,3,3
4,8,2,351,2,2,1,5
8,4,3,1539,1,0,5,14
1,7,0,577,2,1,1,2
6,9,3,555,0,0,1,3
8,2,0,377,0,1,1,1
2,0,0,1514,0,1,5,5
9,4,0,544,3,2,1,9
2,7,2,1149,0,1,3,3
0,5,0,411,2,2,6,1
1,7,3,489,1,2,1,8
8,0,0,814,0,1,2,2
9,8,3,1801,0,2,6,7
0,5,3,572,0,1,1,1
7,0,2,1913,0,1,6,6
0,9,0,1934,0,0,6,8
7,8,1,938,2,0,3,6
8,1,2,1797,0,0,5,12
1,2,3,529,3,1,1,8
9,7,2,1042,0,1,3,3
5,9,3,340,2,1,1,6
5,2,0,936,0,1,3,3
5,6,1,478,0,1,1,1
8,2,2,1902,1,2,6,9
2,5,2,1839,1,1,6,8
4,1,3,1779,0,2,5,6
8,3,1,1379,0,2,4,5
1,7,0,1588,0,0,5,7
9,7,2,1417,3,1,4,12
3,7,2,1581,3,2,5,9
8,1,3,815,0,2,2,3
5,2,3,1977,0,0,6,8
7,3,0,884,2,1,2,8
8,2,1,474,0,1,1,4
0,9,1,1302,0,1,4,8
1,4,3,1411,0,1,4,4
3,6,0,706,0,1,2,2
7,9,1,966,0,1,3,3
5,7,2,1420,0,1,4,4
9,8,2,802,0,2,2,8
5,2,1,1002,0,0,3,8
1,5,2,1446,1,1,4,9
4,9,2,1273,0,2,4,7
6,3,2,1022,0,2,3,6
5,1,1,1740,0,2,5,6
0,9,1,1499,0,2,4,10
6,5,3,501,0,1,1,1
9,8,0,876,3,2,2,10
6,4,0,999,0,1,3,3
4,3,1,987,0,1,3,3
0,4,0,834,0,2,2,6
5,1,0,731,0,1,2,2
6,8,2,486,2,1,1,2
4,2,1,1312,3,0,4,11
1,3,1,308,0,1,1,1
7,5,1,2000,0,2,6,7
5,2,2,615,0,1,2,2
7,0,1,1278,2,1,4,10
1,3,1,1462,2,1,4,7
4,1,0,1118,0,2,3,4
3,0,3,1655,1,1,5,7
2,7,2,621,0,1,2,2
3,1,0,411,0,0,1,8
8,3,0,1266,0,1,4,4
4,1,3,1094,2,2,3,5
9,8,3,1076,0,1,3,3
7,5,1,839,0,1,2,2
3,1,2,1740,0,1,5,5
6,3,3,790,2,2,2,4
1,8,1,727,0,1,2,2
1,2,2,964,0,1,3,3
1,5,2,1107,0,0,3,8
2,7,1,702,0,1,2,2
6,9,0,1182,0,1,3,3
0,2,0,372,0,2,1,2
9,7,0,1230,0,1,4,6
0,6,2,1938,0,1,6,6
9,6,0,769,1,1,2,4
3,2,0,942,0,2,3,4
2,4,0,1287,0,0,4,6
8,7,0,1183,0,1,3,6
4,0,0,563,2,2,1,6
7,2,2,549,0,2,1,2
9,5,3,511,0,2,1,2
0,8,2,856,2,2,4,2
8,3,3,1042,2,1,3,4
3,8,0,1499,0,1,4,4
6,7,2,800,3,1,2,5
5,8,3,776,0,2,2,3
5,7,0,945,3,1,3,6
1,9,1,768,1,1,2,6
8,6,2,1189,0,2,3,4
1,3,2,1813,0,2,6,7
6,5,1,1710,0,2,5,6
3,2,0,333,3,1,1,4
5,4,1,978,0,2,3,4
8,1,3,1747,0,0,5,7
8,0,0,1892,0,2,6,7
9,2,1,1533,0,1,5,5
7,1,2,869,2,2,2,4
8,3,0,598,0,1,1,6
6,8,2,1443,2,1,4,5
0,9,2,477,0,0,1,3
4,2,3,1598,0,2,5,6
1,7,0,1393,0,1,4,4
8,2,2,1623,0,1,5,7
4,7,2,1281,1,1,4,6
5,6,0,1069,3,2,3,7
1,0,2,1019,0,1,3,3
4,1,2,260,0,1,1,6
1,3,2,619,0,2,2,3
4,7,0,1188,0,2,3,4
5,6,2,659,0,1,2,2
2,0,2,1121,3,1,3,6
7,8,2,501,0,0,1,6
9,4,3,1913,0,2,6,7
4,3,1,1226,2,1,4,5
7,5,0,1343,0,0,4,8
7,4,1,568,0,2,1,2
6,5,1,1196,0,1,3,6
0,9,2,1875,0,1,6,6
3,4,3,895,0,1,2,2
8,7,1,871,0,2,2,3
4,9,2,1454,0,2,4,5
7,6,2,340,1,1,1,7
4,1,1,697,0,2,2,6
3,0,1,762,0,2,2,3
6,9,0,570,0,1,1,1
0,5,0,1929,0,2,6,7
4,1,1,983,2,2,3,5
0,4,0,1237,0,2,4,9
2,6,1,554,3,1,1,4
7,6,2,1418,0,2,4,10
1,9,1,1685,0,1,5,5
5,3,2,1988,2,2,6,12
7,4,2,1915,0,1,6,6
9,4,2,998,0,0,3,9
7,9,1,834,3,2,2,11
6,0,2,592,0,2,1,7
4,3,1,1392,0,2,4,5
8,5,2,1758,2,1,5,6
9,2,3,888,0,2,2,3
7,0,2,838,3,2,2,6
7,5,3,1192,0,1,3,3
1,2,3,1519,3,2,5,9
0,1,0,247,0,1,1,4
3,4,3,228,1,1,1,7
3,8,3,1907,0,2,6,9
6,1,0,1658,0,1,5,5
2,0,2,1086,0,2,3,9
5,3,3,1609,0,1,5,5
8,1,3,383,1,1,1,3
7,9,1,1727,0,1,5,5
2,0,2,1750,0,2,5,6
2,0,3,1909,0,0,6,13
3,8,3,1109,0,1,3,3
0,6,2,206,0,2,1,5
2,5,1,216,0,1,1,5
7,6,1,1156,0,1,3,3
2,5,1,1221,0,1,4,4
4,2,1,755,2,1,2,3
6,4,0,1270,0,2,4,9
9,1,2,1852,0,2,6,7
8,5,1,981,3,1,3,6
3,4,3,1816,0,2,6,9
9,5,0,1653,0,1,5,8
1,9,3,1558,0,1,5,5
3,5,1,1722,0,1,5,5
7,2,0,447,0,2,1,5
6,1,3,952,0,1,3,3
9,1,0,1100,0,2,4,3
2,1,0,411,0,2,1,2
2,8,2,1285,0,1,4,7
1,0,0,400,0,2,1,6
9,6,2,1222,0,1,4,4
2,1,3,366,0,0,1,7
6,9,0,844,0,2,2,5
3,8,3,1346,0,1,4,9
9,6,3,1830,0,2,6,10
0,4,3,970,2,1,3,9
6,8,1,329,2,1,1,2
6,9,2,344,1,1,1,3
2,8,3,1945,0,2,6,7
6,0,3,424,0,2,1,2
7,5,0,1232,2,2,4,6
8,4,3,1948,2,1,6,7
9,1,0,787,0,0,2,4
8,1,2,1931,0,0,6,8
8,0,3,610,3,1,2,5
6,9,2,1676,0,1,5,5
4,5,2,201,0,2,1,2
3,1,1,849,0,2,2,3
3,6,1,1617,0,1,5,5
5,0,0,1504,0,2,5,6
9,7,0,1808,3,1,6,9
7,8,2,351,0,0,1,3
8,2,2,1950,0,1,6,6
1,3,0,1211,2,2,4,6
3,4,1,1355,0,1,4,4
3,0,3,310,0,2,1,2
1,6,2,854,0,1,2,2
0,2,3,459,1,1,1,3
9,8,3,1260,1,0,4,8
2,7,3,1687,0,2,5,8
8,2,3,1137,0,1,3,5
0,9,0,438,0,1,1,1
8,3,1,205,0,1,1,4
5,4,2,1844,2,2,6,8
6,2,0,1130,0,1,3,3
3,5,1,1886,0,1,6,6
0,9,1,1069,0,1,3,3
8,5,2,1208,3,2,4,8
4,6,3,507,0,2,1,2
0,8,0,1114,0,2,3,4
5,9,3,384,2,1,1,6
3,7,0,1465,0,2,4,5
4,5,1,1280,2,2,4,6
1,2,3,752,0,2,2,7
3,5,1,501,0,1,1,1
3,9,0,1150,0,1,3,7
8,6,3,1495,0,0,4,6
8,4,3,278,0,1,1,6
9,5,2,1350,2,2,4,6
4,9,1,657,0,1,2,2
1,7,2,564,2,1,1,2
0,1,1,810,1,2,2,5
8,0,2,858,0,1,2,2
1,0,1,1765,1,1,5,7
4,0,1,1181,0,1,3,3
9,8,0,1487,0,2,4,5
2,5,0,798,0,1,2,2
9,7,3,1113,0,1,3,8
0,2,3,1169,1,2,3,6
6,4,0,1629,0,0,5,7
8,9,2,764,0,1,2,2
8,0,0,1073,1,2,3,6
6,9,1,249,0,1,1,6
2,0,3,561,1,2,1,4
8,5,1,1938,1,1,6,12
2,7,2,1642,0,1,5,5
9,7,2,1652,0,1,5,5
1,2,0,792,0,1,2,2
8,9,2,1806,0,1,6,6
1,0,2,309,1,0,1,5
5,8,0,863,0,2,2,3
3,2,1,1497,0,1,4,4
5,9,3,638,0,1,2,2
6,1,0,1547,0,1,5,9
6,2,0,989,0,1,3,3
7,4,1,1308,0,0,4,6
1,6,0,491,0,2,1,7
5,7,1,1522,0,2,5,6
2,4,2,645,0,0,2,4
5,0,1,1338,0,1,4,4
6,9,0,1645,0,0,5,7
1,3,0,1430,0,1,4,4
6,1,3,1893,1,2,6,9
5,4,2,936,3,0,3,8
9,1,1,1355,0,0,4,6
5,0,0,1555,2,1,5,6
1,6,2,884,0,1,2,2
0,4,3,1631,1,2,5,8
0,1,0,1771,0,2,5,6
5,8,3,329,0,2,1,2
1,8,0,629,1,1,2,6
7,6,2,1162,0,1,3,3
8,1,0,248,1,2,1,4
9,4,3,1882,2,1,6,7
1,4,2,1422,2,1,4,5
1,5,1,1300,2,1,4,9
7,4,1,552,1,0,1,5
5,9,3,1263,0,1,4,9
4,5,1,620,0,2,2,3
8,2,3,466,0,1,1,1
3,2,2,1402,0,1,4,4
3,0,3,1082,1,2,3,6
2,9,2,1789,0,2,5,6
1,6,2,1521,0,1,5,5
1,4,1,259,0,0,1,3
4,5,0,1900,0,2,6,7
6,5,0,763,2,2,2,4
1,9,2,1199,2,1,3,6
1,4,2,1043,0,1,3,5
6,3,2,757,2,1,2,3
9,6,0,222,0,2,1,7
9,1,1,958,3,0,3,8
8,6,2,1003,0,1,3,5
4,2,2,300,0,1,1,1
1,5,1,751,1,1,2,4
5,3,0,1145,0,1,3,8
0,7,0,1693,2,1,5,6
0,9,0,585,0,1,1,5
0,9,2,1693,0,2,5,6
9,3,2,500,0,2,1,2
6,3,3,395,0,1,1,1
5,4,3,1155,2,1,3,4
7,8,0,1601,0,1,5,5
1,0,0,653,2,1,2,5
7,3,2,947,0,1,3,8
0,5,0,1248,0,2,4,5
9,5,3,764,0,1,2,2
0,1,3,556,0,1,1,1
9,4,0,313,0,1,1,1
3,5,2,357,1,2,1,4
9,1,3,1564,2,2,5,7
6,5,1,1017,2,1,3,4
9,4,0,963,0,2,3,6
6,3,2,921,0,1,3,7
2,9,1,672,0,1,2,2
4,2,3,1266,1,1,4,6
9,1,3,427,2,2,1,8
4,8,3,1864,0,1,6,6
6,9,2,236,0,1,1,1
2,6,2,1483,1,0,4,8
9,2,0,998,2,2,3,8
6,2,1,1182,0,0,3,7
4,9,0,1407,3,2,8,4
1,8,2,1352,0,2,4,5
4,8,0,304,0,2,1,7
6,1,3,797,0,2,2,3
9,1,1,1264,2,1,4,5
5,7,2,1416,0,1,4,4
2,8,3,1777,0,1,5,5
1,4,0,1962,2,2,6,8
0,7,0,539,0,2,1,7
9,5,2,688,2,1,2,8
5,2,0,1107,0,2,3,4
6,7,1,1359,0,1,4,9
4,8,2,1472,0,0,4,8
9,4,2,1858,0,1,6,6
4,7,0,586,0,1,1,3
5,8,1,493,0,2,1,7
4,8,0,1470,0,0,4,6
0,7,0,1698,0,1,5,5
4,9,2,830,0,2,2,6
8,6,1,1696,0,0,5,7
9,5,2,1333,0,1,4,4
8,5,3,288,0,1,1,1
3,2,1,758,0,0,2,4
5,0,1,242,0,1,1,1
3,4,0,891,0,2,2,8
6,3,0,786,0,1,2,4
2,3,2,815,0,0,2,4
3,9,0,1146,0,1,3,3
8,2,0,1143,0,0,3,5
9,4,2,1229,0,2,4,5
8,6,0,1147,3,1,3,6
3,2,0,315,0,2,1,2
2,8,2,1970,0,1,6,6
6,7,3,761,0,1,2,2
3,4,3,1955,0,1,6,6
9,6,2,1337,0,0,4,6
7,8,2,220,0,1,1,1
4,7,3,1791,2,1,5,10
7,8,0,1859,0,1,6,11
4,6,0,1847,0,1,6,6
5,2,3,492,0,1,1,1
3,9,0,1850,0,1,6,6
9,1,0,1724,0,1,5,5
4,5,2,1286,2,1,4,5
7,5,0,691,0,1,2,2
6,5,2,1785,0,1,5,5
6,1,3,789,0,1,2,2
0,8,1,1684,0,2,5,6
1,4,1,1235,3,2,4,8
0,7,1,1772,1,2,5,8
1,0,2,1982,2,2,6,8
1,4,0,1203,0,1,4,4
3,9,3,510,2,1,1,5
4,5,2,1881,2,2,6,8
6,4,1,222,0,0,1,3
2,3,0,929,3,1,3,6
7,8,2,1858,0,1,6,6
6,4,2,999,0,2,3,6
2,1,0,882,0,1,2,2
4,8,2,722,0,2,2,3
8,3,3,963,0,1,3,3
0,2,1,1407,0,1,4,4
6,8,3,1866,0,1,6,6
0,2,1,964,0,0,3,10
7,3,3,963,0,1,3,3
2,6,0,429,1,1,1,3
4,8,0,232,0,0,1,5
2,6,2,1399,0,2,4,5
0,8,2,854,3,1,2,5
7,1,3,281,0,1,1,1
4,6,2,1326,0,2,4,9
9,0,0,1445,0,1,4,4
1,2,3,231,0,2,1,2
0,2,0,1051,0,2,3,4
4,9,2,1917,0,0,6,8
4,2,2,1739,1,1,5,7
3,4,3,1097,1,2,3,6
1,0,3,380,0,1,1,1
2,9,3,1816,2,2,6,8
4,2,1,324,0,1,1,6
7,3,3,1787,1,1,5,11
2,3,3,744,0,2,2,3
8,3,1,657,0,2,2,5
2,1,1,1686,0,1,5,5
1,7,0,1445,0,1,4,4
9,0,0,1020,0,1,3,6
6,0,3,276,2,1,1,7
4,0,0,1311,0,0,4,6
1,8,0,1914,0,1,6,6
0,4,3,967,0,1,3,3
7,0,1,412,0,1,1,3
0,5,1,669,0,2,2,3
3,5,3,1243,1,1,4,6
0,3,1,1956,2,0,6,9
5,8,1,1889,0,1,6,6
0,4,1,923,0,1,3,3
9,0,0,1998,1,1,6,12
1,0,2,654,2,2,2,4
0,2,1,792,0,2,2,3
1,3,0,1315,0,0,4,6
7,4,2,337,0,1,1,6
6,9,2,1367,0,0,4,6
9,4,2,307,0,2,1,2
2,1,1,556,0,1,1,5
2,4,3,878,1,2,2,5
5,1,0,325,0,2,1,2
9,7,1,493,0,1,1,1
6,2,3,539,0,0,1,3
2,0,1,1949,0,1,6,6
4,0,3,1401,0,1,4,4
5,7,0,481,0,0,1,3
3,1,1,1848,3,1,6,12
8,6,3,420,0,2,4,1
0,9,2,1136,1,1,3,8
9,8,2,1696,1,1,5,7
5,6,3,1934,0,1,6,6
8,1,1,464,0,1,1,5
1,8,0,1474,0,2,4,10
6,3,1,1589,0,0,5,7
6,8,0,792,0,2,2,3
5,6,2,267,3,2,5,1
0,3,2,840,1,1,2,4
5,6,3,358,0,2,1,4
4,0,2,1243,1,1,4,11
3,1,1,1794,1,1,5,7
9,5,2,1906,0,1,6,6
3,7,0,1102,0,2,3,4
2,1,3,1104,0,0,7,3
3,5,1,968,0,2,3,4
5,3,2,1070,0,0,3,7
6,7,3,241,0,1,1,1
0,9,0,872,0,0,2,4
6,2,1,1360,0,1,4,4
9,5,2,1378,2,2,4,6
4,8,1,923,0,2,3,4
5,2,0,824,1,1,2,4
2,3,0,1947,0,2,6,7
3,6,1,838,1,0,2,6
4,2,2,1214,0,2,4,5
2,5,3,621,0,0,2,4
8,9,1,1476,0,1,4,7
5,0,0,741,0,1,2,2
7,6,1,1871,2,2,6,8
8,6,0,1553,0,2,5,6
9,5,3,1503,1,1,5,7
0,2,0,703,0,1,2,2
1,8,1,931,0,0,3,5
6,2,1,917,2,0,3,6
6,1,1,578,0,2,1,2
0,4,1,891,3,0,2,9
3,7,3,699,0,2,2,3
1,6,0,1675,2,2,5,7
5,6,1,482,0,1,1,1
6,8,2,1308,0,2,4,5
5,9,3,1469,3,2,8,4
9,1,3,1752,0,2,5,6
2,3,1,1312,0,1,4,4
9,7,1,733,0,1,2,2
4,7,3,700,0,1,2,2
9,4,2,1206,0,0,4,6
